TICKERS,OPENING,CLOSING,3,4,5,6,7
SSWL,-0.009535161,0.019744173,,,,,
STCINDIA,-0.025661376,0.029052402999999997,,,,,
SUBROS,-0.023292916,0.023848416,,,,,
SUMMITSEC,-0.017211321,0.0190602,,,,,
SUNCLAYLTD,-0.017156729,0.019136846000000002,,,,,
SUNDRMBRAK,-0.017080532,0.025891549,,,,,
SUNTECK,-0.002383506,0.033807191,,,,,
SUPERHOUSE,-0.005172883,0.038314176,,,,,
SURANAIND,-0.026315789,0.040540541,,,,,
SURYALAXMI,-0.017418033,0.019290928,,,,,
SURYAROSNI,-0.017823284,0.023166022999999997,,,,,
SUTLEJTEX,-0.015182186,0.02004111,,,,,
SYMPHONY,-0.021508737000000003,0.021981532,,,,,
TAINWALCHM,-0.031356252,0.032371295,,,,,
TANLA,-0.014687882,0.043478261,,,,,
TANTIACONS,-0.018716578,0.019073569,,,,,
TARAPUR,-0.032085561,0.033149171,,,,,
TATACOFFEE,-0.013772455,0.022465087999999998,,,,,
TATAINVEST,-0.006116723,0.021963751,,,,,
TATAMETALI,-0.028876403999999998,0.032511859,,,,,
TATAMOTORS,-0.015082956000000002,0.028154082,,,,,
TATAMTRDVR,-0.010412413,0.025789147999999998,,,,,
TATASPONGE,-0.006237425,0.022474185,,,,,
TATASTEEL,-0.014061433,0.018277485,,,,,
TCIEXP,-0.028613672000000003,0.029456531,,,,,
TCS,-0.013682288,0.018596916,,,,,
TEAMLEASE,-0.033030303,0.034158571,,,,,
TECHNO,-0.017305168,0.01760991,,,,,
TERASOFT,-0.008202324,0.030323915,,,,,
TEXMOPIPES,-0.0053380780000000004,0.025044722999999998,,,,,
THIRUSUGAR,-0.010160881,0.022241232000000003,,,,,
THOMASCOOK,0.001559454,0.031140522,,,,,
TIFIN,-0.0012301010000000002,0.028689415,,,,,
TIIL,-0.015652496000000002,0.018535943,,,,,
TIJARIA,-0.022727273,0.023255814,,,,,
TIMESGTY,-0.036024016,0.037370242000000005,,,,,
TINPLATE,-0.007169811,0.020524515,,,,,
TIPSINDLTD,-0.028512397000000002,0.029349213,,,,,
TIRUMALCHM,-0.0175,0.025537821000000002,,,,,
TMRVL,-0.001623377,0.034146341000000004,,,,,
TNPETRO,-0.018672199,0.019027484,,,,,
TOKYOPLAST,-0.016030534,0.023273856000000002,,,,,
TORNTPHARM,-0.020119803000000002,0.03092524,,,,,
TORNTPOWER,0.00334507,0.029127917000000003,,,,,
TPLPLASTEH,-0.014075213999999999,0.021711651000000002,,,,,
TRENT,-0.025,0.03453997,,,,,
TRF,-0.01851145,0.018860586999999998,,,,,
TRIGYN,-0.022222222000000003,0.026515152,,,,,
TRIL,-0.022619048,0.040194884,,,,,
TV18BRDCST,-0.008979592,0.034596376,,,,,
TVSELECT,-0.0073934840000000005,0.024870597,,,,,
UBL,-0.017330862,0.027539376,,,,,
UCALFUEL,-0.010714286000000002,0.028224482999999998,,,,,
UFO,-0.015154421999999999,0.028437865,,,,,
UJAAS,0.001964637,0.02745098,,,,,
UJJIVAN,-0.008868895,0.02451044,,,,,
UMANGDAIRY,-0.009236453,0.024860162,,,,,
UNICHEMLAB,-0.017894737,0.031235645,,,,,
UNIPLY,-0.001343033,0.037319287,,,,,
USHAMART,-0.036000000000000004,0.037344398,,,,,
UTISENSETF,-0.030555556,0.031518625,,,,,
UTTAMSTL,0.0,0.027459953999999998,,,,,
VAIBHAVGBL,-0.001448276,0.025485185,,,,,
VALUEIND,0.0,0.032432432000000004,,,,,
VARDHACRLC,-0.019298246,0.04293381,,,,,
VASCONEQ,-0.009463721999999999,0.037154989,,,,,
VEDL,-0.016767372,0.024120449,,,,,
VESUVIUS,-0.021571429,0.022047014,,,,,
VETO,-0.0049407109999999995,0.036742800000000006,,,,,
VGUARD,-0.023023635,0.023566215,,,,,
VICEROY,0.0,0.025069637999999998,,,,,
VIDHIING,0.0,0.023923445,,,,,
VIMTALABS,-0.008276678,0.036065573999999996,,,,,
VINATIORGA,-0.019051861,0.021843313,,,,,
VINYLINDIA,-0.010393131,0.026484017999999998,,,,,
VISAKAIND,-0.001221374,0.02568022,,,,,
VLSFINANCE,-0.001045478,0.034536892,,,,,
VOLTAMP,-0.01071778,0.024949427000000003,,,,,
VSSL,-0.012910798000000001,0.027348395,,,,,
WABCOINDIA,-0.012374329,0.028286955,,,,,
WEBELSOLAR,-0.020353982,0.03071364,,,,,
WELENT,-0.009943182,0.020659971,,,,,
WHIRLPOOL,-0.00902439,0.020182131000000002,,,,,
WOCKPHARMA,-0.007939914000000001,0.022604369,,,,,
WORTH,-0.024825784,0.025457794,,,,,
WSTCSTPAPR,-0.014705882,0.029850746,,,,,
XPROINDIA,-0.02193646,0.036349575,,,,,
ZEEMEDIA,-0.034920635,0.036184211,,,,,
ZENSARTECH,-0.018626899,0.019037789,,,,,
ZODIACLOTH,-0.027921406,0.028723403999999998,,,,,
ZUARI,-0.018648649,0.022675112,,,,,
ZUARIGLOB,-0.015345269,0.024775225,,,,,
